Price,Close,High,Low,Open,Volume,Returns,MA20,MA50
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,
Date,,,,,,,,
2021-11-12,18102.75,18123.0,17905.900390625,17977.599609375,249100,0.012820606684330382,18079.9275390625,17795.125
2021-11-15,18109.44921875,18210.150390625,18071.30078125,18140.94921875,280400,0.0003700663573213969,18068.4724609375,17815.788984375
2021-11-16,17999.19921875,18132.650390625,17958.80078125,18127.05078125,267400,-0.006087981951756416,18044.5798828125,17831.0899609375
2021-11-17,17898.650390625,18022.650390625,17879.25,17939.349609375,295700,-0.005586294529162039,18018.57490234375,17842.5909765625
2021-11-18,17764.80078125,17945.599609375,17688.5,17890.55078125,278400,-0.007478195643460861,17993.4849609375,17850.3309765625
2021-11-22,17416.55078125,17805.25,17280.44921875,17796.25,356400,-0.019603372100156835,17955.40751953125,17851.42
2021-11-23,17503.349609375,17553.69921875,17216.099609375,17281.75,308800,0.004983697932798847,17924.82998046875,17854.4169921875
2021-11-24,17415.05078125,17600.599609375,17354.0,17550.05078125,298100,-0.0050446817378146935,17889.3125,17855.3330078125
2021-11-25,17536.25,17564.349609375,17351.69921875,17417.30078125,255900,0.006959452503032093,17852.70498046875,17858.9519921875
2021-11-26,17026.44921875,17355.400390625,16985.69921875,17338.75,356300,-0.029071254187753914,17793.47998046875,17851.8809765625
2021-11-29,17053.94921875,17160.69921875,16782.400390625,17055.80078125,348900,0.0016151341742889347,17753.31494140625,17842.5709765625
2021-11-30,16983.19921875,17324.650390625,16931.400390625,17051.150390625,498000,-0.004148599194972014,17718.8923828125,17829.6449609375
2021-12-01,17166.900390625,17213.05078125,17064.25,17104.400390625,295500,0.01081664117042136,17680.7548828125,17821.2799609375
2021-12-02,17401.650390625,17420.349609375,17149.30078125,17183.19921875,279900,0.013674571102433752,17656.38994140625,17821.3749609375
2021-12-03,17196.69921875,17489.80078125,17180.80078125,17424.900390625,292500,-0.01177768586739425,17624.76494140625,17814.0689453125
2021-12-06,16912.25,17216.75,16891.69921875,17209.05078125,231700,-0.01654091957599968,17574.53740234375,17801.3809375
2021-12-07,17176.69921875,17251.650390625,16987.75,17044.099609375,254100,0.015636548581649423,17529.94482421875,17788.4559375
2021-12-08,17469.75,17484.599609375,17308.94921875,17315.25,257800,0.017060948527881648,17501.21982421875,17780.786953125
2021-12-09,17516.849609375,17543.25,17379.599609375,17524.400390625,237200,0.002696066593683266,17476.20234375,17774.021953125
2021-12-10,17511.30078125,17534.349609375,17405.25,17476.05078125,204500,-0.00031677089480919296,17458.08740234375,17769.2759765625
2021-12-13,17368.25,17639.5,17355.94921875,17619.099609375,256600,-0.008169055116863166,17421.36240234375,17762.4149609375
2021-12-14,17324.900390625,17376.19921875,17225.80078125,17283.19921875,271000,-0.002495911181322197,17382.1349609375,17756.5499609375
2021-12-15,17221.400390625,17351.19921875,17192.19921875,17323.650390625,215000,-0.005974060321640162,17343.24501953125,17750.336953125
2021-12-16,17248.400390625,17379.349609375,17184.94921875,17373.0,219500,0.0015678167505297491,17310.73251953125,17741.4799609375
2021-12-17,16985.19921875,17298.150390625,16966.44921875,17276.0,354600,-0.01525945397337003,17271.75244140625,17724.7379296875
2021-12-20,16614.19921875,16840.099609375,16410.19921875,16824.25,330600,-0.021842546279377872,17231.63486328125,17704.1019140625
2021-12-21,16770.849609375,16936.400390625,16688.25,16773.150390625,241000,0.00942870544420904,17195.00986328125,17683.7119140625
2021-12-22,16955.44921875,16971.0,16819.5,16865.55078125,207900,0.011007170994593363,17172.02978515625,17664.9169140625
2021-12-23,17072.599609375,17118.650390625,17015.55078125,17066.80078125,197000,0.006909306212627531,17148.847265625,17647.449921875
2021-12-24,17003.75,17155.599609375,16909.599609375,17149.5,182600,-0.004032754879180422,17147.7123046875,17627.6859375
2021-12-27,17086.25,17112.05078125,16833.19921875,16937.75,144800,0.004851870910828504,17149.32734375,17606.1759375
2021-12-28,17233.25,17250.25,17161.150390625,17177.599609375,176000,0.008603409174043453,17161.8298828125,17584.069921875
2021-12-29,17213.599609375,17285.94921875,17176.650390625,17220.099609375,161700,-0.0011402602889762914,17164.16484375,17558.8008984375
2021-12-30,17203.94921875,17264.05078125,17146.349609375,17201.44921875,320800,-0.0005606259494814747,17154.27978515625,17534.5048828125
2021-12-31,17354.05078125,17400.80078125,17238.5,17244.5,167000,0.008724831757606522,17162.14736328125,17516.25390625
2022-01-03,17625.69921875,17646.650390625,17383.30078125,17387.150390625,200500,0.015653315812207858,17197.81982421875,17505.2058984375
2022-01-04,17805.25,17827.599609375,17593.55078125,17681.400390625,247400,0.01018687423526421,17229.24736328125,17499.012890625
2022-01-05,17925.25,17944.69921875,17748.849609375,17820.099609375,251500,0.0067395852346920915,17252.02236328125,17495.0098828125
2022-01-06,17745.900390625,17797.94921875,17655.55078125,17768.5,236500,-0.010005417462796928,17263.47490234375,17484.5598828125
2022-01-07,17812.69921875,17905.0,17704.55078125,17797.599609375,239300,0.003764183651131514,17278.54482421875,17476.5948828125
2022-01-10,18003.30078125,18017.44921875,17879.150390625,17913.30078125,232400,0.010700318921871732,17310.29736328125,17479.5158984375
2022-01-11,18055.75,18081.25,17964.400390625,17997.75,220200,0.002913311252602302,17346.83984375,17487.197890625
2022-01-12,18212.349609375,18227.94921875,18128.80078125,18170.400390625,245000,0.008673115731830494,17396.3873046875,17492.851875
2022-01-13,18257.80078125,18272.25,18163.80078125,18257.0,303700,0.0024956237305924223,17446.85732421875,17500.22890625
2022-01-14,18255.75,18286.94921875,18119.650390625,18185.0,229500,-0.00011232356375068253,17510.38486328125,17508.759921875
2022-01-17,18308.099609375,18321.55078125,18228.75,18235.650390625,266700,0.0028675682661627455,17595.0798828125,17516.5858984375
2022-01-18,18113.05078125,18350.94921875,18085.900390625,18337.19921875,227500,-0.010653690567923424,17662.18994140625,17517.4758984375
2022-01-19,17938.400390625,18129.19921875,17884.900390625,18129.19921875,276700,-0.00964224043394124,17711.3375,17515.35890625
2022-01-20,17757.0,17943.69921875,17648.44921875,17921.0,258100,-0.010112406160797005,17745.55751953125,17510.154921875
2022-01-21,17617.150390625,17707.599609375,17485.849609375,17613.69921875,277600,-0.007875745304668613,17776.2275390625,17505.0259375
2022-01-24,17149.099609375,17599.400390625,16997.849609375,17575.150390625,323800,-0.02656790518738339,17779.37001953125,17485.9529296875
2022-01-25,17277.94921875,17309.150390625,16836.80078125,17001.55078125,326500,0.007513491221694313,17781.60498046875,17469.3229296875
2022-01-27,17110.150390625,17182.5,16866.75,17062.0,395600,-0.00971173291462768,17776.43251953125,17451.541953125
2022-01-28,17101.94921875,17373.5,17077.099609375,17208.30078125,355300,-0.0004793161771092791,17771.33251953125,17435.6079296875
2022-01-31,17339.849609375,17410.0,17264.150390625,17301.05078125,321700,0.0139107178709299,17770.6224609375,17427.10890625
2022-02-01,17576.849609375,17622.400390625,17244.55078125,17529.44921875,386400,0.013667938611870323,17768.17998046875,17430.3148828125
2022-02-02,17780.0,17794.599609375,17674.80078125,17706.19921875,271200,0.011557838585399605,17766.91748046875,17435.847890625
2022-02-03,17560.19921875,17781.150390625,17511.150390625,17767.75,226600,-0.012362248664229525,17748.66494140625,17438.750859375
2022-02-04,17516.30078125,17617.80078125,17462.55078125,17590.19921875,261400,-0.0024998826581151823,17737.1849609375,17438.351875
2022-02-07,17213.599609375,17536.75,17119.400390625,17456.30078125,265000,-0.017281112927623465,17707.22998046875,17442.0948828125
2022-02-08,17266.75,17306.44921875,17043.650390625,17279.849609375,268500,0.0030876976246183574,17670.40244140625,17446.3508984375
2022-02-09,17463.80078125,17477.150390625,17339.0,17370.099609375,236400,0.01141215233034587,17640.80498046875,17455.9629296875
2022-02-10,17605.849609375,17639.44921875,17427.150390625,17554.099609375,273600,0.008133901085124018,17610.47998046875,17464.7419140625
2022-02-11,17374.75,17454.75,17303.0,17451.0,253100,-0.01312629691281364,17566.32744140625,17464.20390625
2022-02-14,16842.80078125,17099.5,16809.650390625,17076.150390625,305500,-0.03061622289529342,17495.67998046875,17457.1259375
2022-02-15,17352.44921875,17375.0,16839.25,16933.25,298700,0.03025912638397754,17447.8974609375,17465.929921875
2022-02-16,17322.19921875,17490.599609375,17257.69921875,17408.44921875,244500,-0.0017432697608654735,17408.3548828125,17468.839921875
2022-02-17,17304.599609375,17442.900390625,17235.849609375,17396.55078125,232100,-0.001016014719190439,17376.66484375,17465.5369140625
2022-02-18,17276.30078125,17380.80078125,17219.19921875,17236.05078125,189600,-0.0016353356196504576,17352.6298828125,17460.7259375
2022-02-21,17206.650390625,17351.05078125,17070.69921875,17192.25,215200,-0.004031556958107085,17332.1048828125,17454.6329296875
2022-02-22,17092.19921875,17148.55078125,16843.80078125,16847.94921875,300100,-0.006651566067580439,17329.25986328125,17449.1119140625
2022-02-23,17063.25,17220.69921875,17027.849609375,17194.5,200200,-0.0016937094155936583,17318.52490234375,17443.87890625
2022-02-24,16247.9501953125,16705.25,16203.25,16548.900390625,458000,-0.04778103847083648,17275.414892578126,17424.40990234375
2022-02-25,16658.400390625,16748.80078125,16478.30078125,16515.650390625,329800,0.025261660109649586,17253.237451171874,17412.60990234375
2022-02-28,16793.900390625,16815.900390625,16356.2998046875,16481.599609375,404200,0.008134034290366632,17225.939990234376,17408.78392578125
2022-03-02,16605.94921875,16678.5,16478.650390625,16593.099609375,517700,-0.011191633122935585,17177.394970703124,17408.61892578125
2022-03-03,16498.05078125,16768.94921875,16442.94921875,16723.19921875,442100,-0.00649757722841704,17113.297509765624,17403.16294921875
2022-03-04,16245.349609375,16456.0,16133.7998046875,16339.4501953125,456100,-0.015317032007332254,17047.555029296876,17388.96095703125
2022-03-07,15863.150390625,15944.599609375,15711.4501953125,15867.9501953125,585400,-0.02352668473994779,16964.897509765626,17364.77197265625
2022-03-08,16013.4501953125,16028.75,15671.4501953125,15747.75,543600,0.009474776509483585,16904.8900390625,17344.9659765625
2022-03-09,16345.349609375,16418.05078125,15990.0,16078.0,462200,0.020726290088294297,16858.82001953125,17330.14796875
2022-03-10,16594.900390625,16757.30078125,16447.900390625,16757.099609375,486400,0.01526738719047449,16815.375,17317.3809765625
2022-03-11,16630.44921875,16694.400390625,16470.900390625,16528.80078125,343700,0.0021421537513466316,16766.60498046875,17305.71796875
2022-03-14,16871.30078125,16887.94921875,16606.5,16633.69921875,314700,0.014482565042708062,16741.43251953125,17299.065
2022-03-15,16663.0,16927.75,16555.0,16900.650390625,381600,-0.012346456503312231,16732.44248046875,17285.243984375
2022-03-16,16975.349609375,16987.900390625,16837.849609375,16876.650390625,260000,0.018745100484606647,16713.5875,17272.2369921875
2022-03-17,17287.05078125,17344.599609375,17175.75,17202.900390625,448300,0.018361988356508263,16711.830078125,17261.8730078125
2022-03-21,17117.599609375,17353.349609375,17096.400390625,17329.5,285500,-0.009802202470463706,16702.480078125,17245.72
2022-03-22,17315.5,17334.400390625,17006.30078125,17120.400390625,338300,0.011561223252155806,16704.4400390625,17237.1119921875
2022-03-23,17245.650390625,17442.400390625,17199.599609375,17405.05078125,292100,-0.0040339354552280104,16706.3900390625,17225.771015625
2022-03-24,17222.75,17291.75,17091.150390625,17094.94921875,290300,-0.0013278937068936791,16712.917578125,17210.16
2022-03-25,17153.0,17294.900390625,17076.55078125,17289.0,237100,-0.004049875890900112,16717.405078125,17192.105
2022-03-28,17222.0,17235.099609375,17003.900390625,17181.849609375,253200,0.004022619949862971,16766.107568359374,17172.2980078125
2022-03-29,17325.30078125,17343.650390625,17235.69921875,17297.19921875,235100,0.005998187274997013,16799.452587890624,17153.6480078125
2022-03-30,17498.25,17522.5,17387.19921875,17468.150390625,505000,0.009982465582194733,16834.670068359374,17138.4980078125
2022-03-31,17464.75,17559.80078125,17435.19921875,17519.19921875,281100,-0.001914477162001882,16877.610107421875,17121.631015625
2022-04-01,17670.44921875,17703.69921875,17422.69921875,17436.900390625,291800,0.011777965258592316,16936.230029296876,17112.778984375
2022-04-04,18053.400390625,18114.650390625,17791.400390625,17809.099609375,345500,0.021671841339984343,17026.632568359375,17115.078984375
2022-04-05,17957.400390625,18095.44921875,17921.55078125,18080.599609375,283500,-0.005317557796472028,17131.345068359376,17119.0869921875
2022-04-06,17807.650390625,17901.0,17779.849609375,17842.75,328800,-0.008339180323571727,17221.055078125,17122.8969921875
2022-04-07,17639.55078125,17787.5,17623.69921875,17723.30078125,308800,-0.00943974110495216,17285.76513671875,17132.706015625
2022-04-08,17784.349609375,17842.75,17600.55078125,17698.150390625,274400,0.008208759390795572,17345.23759765625,17142.8340234375
2022-04-11,17674.94921875,17779.05078125,17650.94921875,17740.900390625,251700,-0.006151497975913078,17397.46259765625,17154.13
2022-04-12,17530.30078125,17595.30078125,17442.349609375,17584.849609375,266000,-0.008183810641252287,17430.41259765625,17162.69703125
2022-04-13,17475.650390625,17663.650390625,17457.400390625,17599.900390625,245100,-0.0031174816283502382,17471.0451171875,17165.413046875
2022-04-18,17173.650390625,17237.75,17067.849609375,17183.44921875,376100,-0.017281188010147552,17480.96015625,17157.3490625
2022-04-19,16958.650390625,17275.650390625,16824.69921875,17258.94921875,401400,-0.012519178806467801,17464.54013671875,17140.9220703125
